Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode,Return,cost,Discount
6819,CA-2020-163860,"Monday, December 28, 2020","Friday, January 1, 2021",Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,398.68,5,-2.688,COD,No,401.368,-0.4032
7808,US-2019-137295,"Tuesday, January 8, 2019","Sunday, January 13, 2019",Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,South,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.828,7,-24.6624,Cards,Yes,55.4904,-3.69936
8926,CA-2019-168032,"Wednesday, January 30, 2019","Sunday, February 3, 2019",Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.728,3,-2.6784,Cards,Yes,4.4064,-0.40176
9080,CA-2019-108105,"Saturday, February 16, 2019","Saturday, February 23, 2019",Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,South,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,1,2.61,COD,No,3.19,0.3915
3091,CA-2019-112123,"Sunday, March 3, 2019","Friday, March 8, 2019",Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,219.4514,COD,Yes,228.4086,32.91771
4215,CA-2019-164637,"Monday, March 4, 2019","Friday, March 8, 2019",Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,64.2,COD,No,64.2,9.63
8983,CA-2019-110898,"Wednesday, March 6, 2019","Tuesday, March 12, 2019",Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,4,-2.7648,COD,Yes,4.4928,-0.41472
2347,CA-2019-159373,"Wednesday, March 13, 2019","Monday, March 18, 2019",Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,2,-2.1624,COD,Yes,3.4344,-0.32436
591,US-2019-156986,"Wednesday, March 20, 2019","Sunday, March 24, 2019",Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3,-12.8961,Online,No,29.7171,-1.934415
3172,US-2019-133879,"Thursday, March 21, 2019","Thursday, March 28, 2019",Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,-4.752,Cards,Yes,7.92,-0.7128
5059,CA-2019-120796,"Wednesday, April 3, 2019","Sunday, April 7, 2019",Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",99.846,9,-83.205,COD,Yes,183.051,-12.48075
1200,CA-2019-130946,"Monday, April 8, 2019","Friday, April 12, 2019",Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,-1850.9464,Online,No,2939.7384,-277.64196
4436,CA-2019-163398,"Friday, May 3, 2019","Wednesday, May 8, 2019",Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,1,-3.6003,Cards,No,5.7823,-0.540045
3359,CA-2019-139234,"Monday, May 6, 2019","Friday, May 10, 2019",Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.208,2,-5.2932,Online,Yes,8.5012,-0.79398
3688,CA-2019-108567,"Monday, May 20, 2019","Friday, May 24, 2019",Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2,-2.245,Cards,No,4.939,-0.33675
6427,CA-2019-143714,"Thursday, May 23, 2019","Monday, May 27, 2019",Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,-4.196,Cards,Yes,10.49,-0.6294
1640,CA-2019-157266,"Sunday, May 26, 2019","Saturday, June 1, 2019",Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,4.4344,COD,Yes,5.2056,0.66516
3958,CA-2019-156573,"Wednesday, May 29, 2019","Sunday, June 2, 2019",Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,South,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,11.277,3,-8.6457,Cards,No,19.9227,-1.296855
5669,CA-2019-142405,"Tuesday, June 11, 2019","Saturday, June 15, 2019",Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14,17.5448,Online,No,36.4392,2.63172
1938,CA-2019-112109,"Monday, July 8, 2019","Friday, July 12, 2019",Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,-13.312,COD,No,33.28,-1.9968
1940,CA-2019-112109,"Monday, July 8, 2019","Friday, July 12, 2019",Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,-6.1152,Online,No,14.8512,-0.91728
3256,CA-2019-155474,"Monday, July 8, 2019","Sunday, July 14, 2019",Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,6.03,Online,No,13.266,0.9045
6957,CA-2019-157588,"Sunday, July 14, 2019","Friday, July 19, 2019",Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,South,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,5,17.108,COD,No,19.292,2.5662
5986,CA-2019-163776,"Friday, July 19, 2019","Thursday, July 25, 2019",Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,South,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,35.6776,Online,Yes,41.8824,5.35164
5989,CA-2019-163776,"Friday, July 19, 2019","Thursday, July 25, 2019",Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,South,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6,1,4.042,Online,No,4.558,0.6063
7075,CA-2019-112256,"Tuesday, July 23, 2019","Sunday, July 28, 2019",Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,4.752,4,-8.316,COD,Yes,13.068,-1.2474
8650,CA-2019-164574,"Monday, July 29, 2019","Saturday, August 3, 2019",Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",27.396,3,-20.0904,Cards,Yes,47.4864,-3.01356
637,US-2019-123470,"Thursday, August 15, 2019","Wednesday, August 21, 2019",Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,-13.8468,COD,Yes,32.7288,-2.07702
3350,US-2019-157308,"Saturday, August 17, 2019","Wednesday, August 21, 2019",Standard Class,NM-18520,Neoma Murray,Consumer,United States,Seattle,Washington,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,4,5.6956,COD,Yes,10.0164,0.85434
656,CA-2019-137239,"Thursday, August 22, 2019","Wednesday, August 28, 2019",Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,-2.6544,Cards,No,5.9724,-0.39816
4107,US-2019-148334,"Thursday, August 22, 2019","Monday, August 26, 2019",Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Houston,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,-6.8992,Online,No,11.2112,-1.03488
4900,CA-2019-130484,"Thursday, August 22, 2019","Tuesday, August 27, 2019",Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Gresham,Oregon,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,8,-18.4464,Cards,No,44.7984,-2.76696
6983,CA-2019-116526,"Sunday, September 1, 2019","Thursday, September 5, 2019",Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,11.086,COD,Yes,13.014,1.6629
6986,CA-2019-116526,"Sunday, September 1, 2019","Thursday, September 5, 2019",Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,14.4648,Online,Yes,15.0552,2.16972
6988,CA-2019-116526,"Sunday, September 1, 2019","Thursday, September 5, 2019",Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,12.672,Online,Yes,13.728,1.9008
7078,CA-2019-106950,"Monday, September 2, 2019","Friday, September 6, 2019",Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,7,-17.5651,Online,Yes,40.4761,-2.634765
7083,CA-2019-106950,"Monday, September 2, 2019","Friday, September 6, 2019",Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22,5,-12.628,Cards,No,29.848,-1.8942
2160,CA-2019-159737,"Tuesday, September 3, 2019","Monday, September 9, 2019",Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3,-14.9736,Online,No,23.7816,-2.24604
6038,CA-2019-131205,"Wednesday, September 4, 2019","Sunday, September 8, 2019",Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,54.6912,Cards,No,59.2488,8.20368
3617,CA-2019-154536,"Thursday, September 5, 2019","Monday, September 9, 2019",Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555,5,-7.3255,Cards,Yes,16.8805,-1.098825
7522,CA-2019-162383,"Thursday, September 5, 2019","Wednesday, September 11, 2019",Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,8.952,2,-7.46,COD,No,16.412,-1.119
7523,CA-2019-162383,"Thursday, September 5, 2019","Wednesday, September 11, 2019",Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,6,-6.4944,Cards,No,15.3504,-0.97416
2687,CA-2019-133123,"Friday, September 6, 2019","Wednesday, September 11, 2019",Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,-2.4564,Online,No,5.6604,-0.36846
8616,CA-2019-165918,"Tuesday, September 10, 2019","Saturday, September 14, 2019",Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,West,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,14.256,3,4.455,Online,No,9.801,0.66825
8618,CA-2019-165918,"Tuesday, September 10, 2019","Saturday, September 14, 2019",Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,39.624,3,13.8684,COD,Yes,25.7556,2.08026
6110,CA-2019-150007,"Wednesday, September 11, 2019","Monday, September 16, 2019",Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,3,-3.2436,Online,Yes,5.1516,-0.48654
6727,CA-2019-128811,"Thursday, September 12, 2019","Monday, September 16, 2019",Standard Class,SF-20200,Sarah Foster,Consumer,United States,Seattle,Washington,West,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,20.704,4,7.764,Online,Yes,12.94,1.1646
9782,CA-2019-153178,"Saturday, September 14, 2019","Wednesday, September 18, 2019",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Long Beach,New York,East,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,252.588,COD,No,420.98,37.8882
4518,US-2019-128678,"Sunday, September 15, 2019","Friday, September 20, 2019",Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Seattle,Washington,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,7,15.8158,Online,Yes,32.8482,2.37237
8484,CA-2019-126284,"Friday, September 20, 2019","Tuesday, September 24, 2019",Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Grand Rapids,Michigan,Central,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,83.7,5,41.013,Cards,Yes,42.687,6.15195
4665,CA-2019-116232,"Sunday, September 22, 2019","Thursday, September 26, 2019",Standard Class,AC-10450,Amy Cox,Consumer,United States,Pembroke Pines,Florida,South,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,9,-6.0048,Online,Yes,13.5108,-0.90072
5681,CA-2019-141551,"Tuesday, September 24, 2019","Monday, September 30, 2019",Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6.38,1,2.9348,Cards,Yes,3.4452,0.44022
8322,US-2019-149790,"Thursday, September 26, 2019","Tuesday, October 1, 2019",Standard Class,SC-20380,Shahid Collister,Consumer,United States,Houston,Texas,Central,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,15.624,2,-24.9984,Online,No,40.6224,-3.74976
3501,CA-2019-108616,"Sunday, September 29, 2019","Thursday, October 3, 2019",Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Mobile,Alabama,South,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,62.94,3,30.2112,Online,No,32.7288,4.53168
2168,CA-2019-154018,"Sunday, October 13, 2019","Saturday, October 19, 2019",Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,6.286,7,-11.0005,Online,Yes,17.2865,-1.650075
3878,CA-2019-140641,"Monday, October 28, 2019","Saturday, November 2, 2019",Standard Class,EP-13915,Emily Phan,Consumer,United States,Tampa,Florida,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,38.19,5,-26.733,COD,Yes,64.923,-4.00995
113,CA-2019-128867,"Sunday, November 3, 2019","Sunday, November 10, 2019",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,13.3476,Online,Yes,13.8924,2.00214
4266,US-2019-131611,"Tuesday, November 5, 2019","Saturday, November 9, 2019",Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,-6.237,COD,Yes,9.801,-0.93555
4268,US-2019-131611,"Tuesday, November 5, 2019","Saturday, November 9, 2019",Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588,3,-20.1408,Cards,Yes,32.7288,-3.02112
164,CA-2019-113817,"Thursday, November 7, 2019","Monday, November 11, 2019",Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,West,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,9.688,COD,Yes,17.992,1.4532
1074,CA-2019-134348,"Tuesday, November 12, 2019","Tuesday, November 19, 2019",Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,-4.598,Cards,Yes,10.868,-0.6897
1075,CA-2019-134348,"Tuesday, November 12, 2019","Tuesday, November 19, 2019",Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.368,7,-3.3488,Online,No,7.7168,-0.50232
4530,CA-2019-134691,"Thursday, November 14, 2019","Monday, November 18, 2019",Standard Class,KC-16540,Kelly Collister,Consumer,United States,Houston,Texas,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296,2,-3.9032,Online,No,6.1992,-0.58548
5115,CA-2019-150658,"Sunday, November 17, 2019","Friday, November 22, 2019",Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Carlsbad,New Mexico,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,3.3675,Online,Yes,7.4085,0.505125
1108,US-2019-110156,"Tuesday, November 19, 2019","Sunday, November 24, 2019",Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,-17.248,COD,Yes,28.028,-2.5872
1113,US-2019-110156,"Tuesday, November 19, 2019","Sunday, November 24, 2019",Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,-2.0264,Cards,No,3.2184,-0.30396
5479,CA-2019-121356,"Wednesday, November 20, 2019","Sunday, November 24, 2019",Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,Newark,Delaware,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3,62.916,COD,No,65.484,9.4374
2774,CA-2019-131576,"Friday, November 22, 2019","Tuesday, November 26, 2019",Standard Class,RD-19585,Rob Dowd,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,3,24.2256,COD,No,25.2144,3.63384
6083,US-2019-132577,"Friday, November 22, 2019","Wednesday, November 27, 2019",Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,6.216,6,-9.6348,COD,No,15.8508,-1.44522
6087,US-2019-132577,"Friday, November 22, 2019","Wednesday, November 27, 2019",Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.488,6,-6.732,Cards,Yes,11.22,-1.0098
7772,CA-2019-108196,"Monday, November 25, 2019","Monday, December 2, 2019",Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,456.588,2,-304.392,Cards,Yes,760.98,-45.6588
186,CA-2019-105018,"Thursday, November 28, 2019","Monday, December 2, 2019",Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,East,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,3.4368,Cards,No,3.7232,0.51552
4199,US-2019-161683,"Tuesday, December 3, 2019","Sunday, December 8, 2019",Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,4,-14.5536,Online,Yes,32.7456,-2.18304
5777,CA-2019-105277,"Wednesday, December 4, 2019","Sunday, December 8, 2019",Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528,3,5.823,Online,No,9.705,0.87345
14,CA-2019-161389,"Thursday, December 5, 2019","Tuesday, December 10, 2019",Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976,3,132.5922,Online,No,275.3838,19.88883
2940,US-2019-169040,"Friday, December 6, 2019","Thursday, December 12, 2019",Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,19.4376,Online,No,40.3704,2.91564
2937,US-2019-169040,"Friday, December 6, 2019","Thursday, December 12, 2019",Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,47.208,7,15.3426,Online,Yes,31.8654,2.30139
7618,CA-2019-144309,"Tuesday, December 10, 2019","Monday, December 16, 2019",Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,679.96,5,220.987,Cards,No,458.973,33.14805
2192,CA-2019-128412,"Tuesday, December 10, 2019","Tuesday, December 17, 2019",Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,51.8238,Cards,Yes,101.7282,7.77357
9040,CA-2019-117121,"Tuesday, December 17, 2019","Saturday, December 21, 2019",Standard Class,AB-10105,Adrian Barton,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,2892.74,13,4946.37,Online,No,-2053.63,741.9555
1825,CA-2019-167507,"Sunday, December 22, 2019","Saturday, December 28, 2019",Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,-25.056,COD,No,56.376,-3.7584
4842,CA-2019-136049,"Monday, December 23, 2019","Saturday, December 28, 2019",Standard Class,NM-18520,Neoma Murray,Consumer,United States,Bowling Green,Ohio,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",5.553,3,-4.0722,Cards,Yes,9.6252,-0.61083
8074,CA-2020-151750,"Wednesday, January 1, 2020","Sunday, January 5, 2020",Standard Class,JM-15250,Janet Martin,Consumer,United States,Huntsville,Texas,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,120.47,5,-9.705,Online,No,130.175,-1.45575
8075,CA-2020-151750,"Wednesday, January 1, 2020","Sunday, January 5, 2020",Standard Class,JM-15250,Janet Martin,Consumer,United States,Huntsville,Texas,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",137.748,14,-22.6842,Online,No,160.4322,-3.40263
2121,US-2020-168690,"Tuesday, January 7, 2020","Monday, January 13, 2020",Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,93.808,3,-1.9656,COD,Yes,95.7736,-0.29484
7221,CA-2020-154760,"Thursday, January 9, 2020","Monday, January 13, 2020",Standard Class,BP-11290,Beth Paige,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,311.491,3,-228.7425,Online,Yes,540.2335,-34.311375
3886,US-2020-127341,"Wednesday, January 29, 2020","Sunday, February 2, 2020",Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",114.128,4,-20.6176,COD,Yes,134.7456,-3.09264
1321,CA-2020-167703,"Monday, February 3, 2020","Saturday, February 8, 2020",Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,936.229,3,-4.1832,COD,Yes,940.4122,-0.62748
4755,CA-2020-126354,"Monday, February 3, 2020","Saturday, February 8, 2020",Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,118.882,2,-2.588,Cards,Yes,121.47,-0.3882
3085,CA-2020-118773,"Sunday, February 9, 2020","Friday, February 14, 2020",Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,290.784,4,-417.0936,Online,No,707.8776,-62.56404
1992,CA-2020-111374,"Monday, February 24, 2020","Friday, February 28, 2020",Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",132.956,4,-3.7996,COD,Yes,136.7556,-0.56994
3765,CA-2020-125878,"Tuesday, February 25, 2020","Monday, March 2, 2020",Standard Class,MH-18025,Michelle Huthwaite,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,529.788,3,-3.0396,COD,Yes,532.8276,-0.45594
